Country Name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Guinea-Bissau																																6.946000099	6.929999828	6.943999767	6.967000008	6.986000061	7.020999908	7.072999954	6.995999813	7.164000034	7.071000099	7.085000038	7.039999962	7.046999931	7.054999828	7.050000191	7.008999825	6.991000175	6.959000111	6.927999973	6.906000137	6.913000107	6.789999962	6.806000233	6.751999855	6.756999969	6.717000008	6.681000233	6.649000168
Equatorial Guinea																																6.342000008	6.597000122	6.394000053	6.422999859	6.480999947	6.651000023	6.693999767	6.447999954	6.461999893	6.679999828	6.650000095	6.419000149	6.380000114	6.494999886	6.300000191	6.264999866	6.309000015	6.293000221	6.139999866	6.034999847	6.130000114	6.124000072	6.020999908	6.027999878	5.952000141	6.623000145	7.256000042	7.809000015
Greece																																13.00699997	13.04399967	13.79100037	13.8210001	13.94099998	15.67500019	15.05599976	16.81299973	18.32699966	17.17300034	16.02700043	15.43500042	14.54699993	16.05999947	15.50399971	13.8210001	12.96399975	11.54699993	13.32299995	16.37599945	21.55599976	28.26499939	31.40999985	30.22400093	28.91600037	28.16799927	26.11599922	25.72200012
Grenada																																																											
Greenland																																																											
Guatemala																																4.618999958	4.264999866	4.111000061	3.86500001	3.578999996	3.407999992	3.095999956	2.818000078	2.684999943	2	1.824000001	4.376999855	4.736999989	4.34499979	3.427999973	2.532000065	3.493000031	3.934000015	4.373000145	4.337999821	6.578000069	3.631000042	4.197000027	3.671999931	3.96600008	3.943000078	3.818000078	3.730000019
Guam																																3.838999987	4.183000088	6.017000198	8.258000374	8.57199955	8.973999977	10.46899986	8.37100029	15.07400036	16.54299927	14.0340004	9.56000042	8.651000023	7.760000229	7.778999805	7.579999924	9.973999977	9.937000275	9.899000168	9.399999619	16.02599907	11.50399971	12.41600037	8.206000328	7.451000214	5.831999779	5.982999802	6.459000111
Guyana																																15.82600021	15.14099979	14.79500008	14.55599976	15.3210001	14.46199989	14.80900002	16.81599998	15.35299969	16.3409996	15.14500046	15.23499966	15.57900047	14.97399998	15.94900036	14.24199963	13.83500004	15.10400009	14.72299957	14.43099976	14.28600025	14.61699963	14.69999981	15.1960001	15.43700027	15.34500027	15.63500023	15.48400021
High income																																7.49699247	7.964914374	8.524462101	8.64675957	8.560812816	8.41650751	8.172857907	7.982073432	7.764995214	7.450888733	7.273232084	7.706108714	7.746545768	7.60425628	7.299555804	6.718189358	6.102285965	6.195489518	7.766547077	8.138425589	8.060892679	8.221276648	8.064028209	7.55014866	6.914931989	6.523819391	6.001786036	5.557678226
"Hong Kong SAR, China"																																1.588999987	1.891000032	1.940999985	1.700999975	2.936000109	2.38499999	2.073999882	4.024000168	5.078999996	4.013999939	3.85800004	5.895999908	6.184999943	5.546000004	4.409999847	3.72300005	3.374000072	2.979000092	4.327000141	3.510999918	2.792999983	2.740999937	2.957000017	2.976000071	3.157000065	3.020999908	2.773000002	2.579999924
Honduras																																5.392000198	2.934999943	2.992000103	3.049000025	3.390000105	4.415999889	3.319999933	4.349999905	3.792999983	3.864000082	4.078999996	4.80700016	6.587999821	8.416000366	6.535999775	4.412000179	4.313000202	3.874000072	4.302999973	5.447999954	6.363999844	5.164999962	5.132999897	6.980999947	6.40199995	5.526000023	5.294000149	5.143000126
Heavily indebted poor countries (HIPC)																																7.229904849	7.14076187	7.262820867	7.248634069	7.532400839	7.81607203	7.938338623	8.222734521	8.612762433	8.444837325	8.305679559	8.003763467	7.790928978	7.651004799	7.408605898	7.282446668	7.231974251	7.151809418	7.126569655	7.271063096	7.032082232	6.756590927	6.512293	6.46421234	6.514101513	6.531846718	6.561404229	6.583893562
Croatia																																11.16899967	10.89299965	10.56599998	11.62100029	11.28899956	10.47599983	10.40699959	12.4119997	14.76599979	17.33600044	17.89999962	17.31599998	15.64000034	15.27700043	13.84399986	12.6789999	11.3409996	10.34399986	10.70300007	12.30599976	13.72399998	15.97900009	16.75799942	18.26399994	16.90200043	13.7869997	11.90100002	9.657999992
Haiti																																9.001999855	9.255999565	9.265000343	9.31499958	8.116999626	8.331000328	8.404000282	8.402000427	8.307999611	9.880000114	11.625	13.06799984	14.51799965	16.63699913	17.27499962	18.54700089	19.27799988	18.95400047	17.70599937	18.14800072	15.64599991	16.06900024	15.80799961	15.88899994	15.97500038	15.89000034	15.85099983	15.75500011
Hungary																																8.460000038	8.713999748	10.38199997	9.366999626	8.68999958	9.024000168	7.854000092	8.093999863	6.21999979	5.784999847	4.873000145	5.076000214	5.385000229	5.856999874	7.428999901	7.909999847	7.737999916	8.005999565	9.736000061	10.65799999	10.98099995	10.60700035	10.1420002	7.914000034	7.038000107	5.105000019	4.572000027	4.019000053
IBRD only																																5.489485046	5.22199397	5.290587562	5.550395366	5.848080628	5.962617732	6.105775945	6.440105201	6.614898068	6.413889308	6.385279255	6.388345848	6.348677157	6.305424596	6.28068207	5.967341057	5.63958719	5.677147991	5.870467432	5.676312841	5.512544797	5.442873661	5.435983949	5.362585967	5.543988655	5.762093402	5.900607038	5.860223296
IDA & IBRD total																																5.67815018	5.425563926	5.459828197	5.678592432	5.981677706	6.124871043	6.285756916	6.584125863	6.743649983	6.582842178	6.56808131	6.555929902	6.517426076	6.471489405	6.443532948	6.139658345	5.85116105	5.885572873	6.073921378	5.803134533	5.66516863	5.593401599	5.601102715	5.526461101	5.723457379	5.958542577	6.071200723	6.0483892
IDA total																																6.663379707	6.480878673	6.325856351	6.327579235	6.650940655	6.925902515	7.15993521	7.27324348	7.35212251	7.368800358	7.408204006	7.318495014	7.27539932	7.208871499	7.156402553	6.874457772	6.731251476	6.728516917	6.872957436	6.287164545	6.233509334	6.140659635	6.189196212	6.097241737	6.333438082	6.613447866	6.626472813	6.645465654
IDA blend																																8.239574908	7.893134994	7.127876574	6.999098796	7.618640625	8.118401952	8.47675735	8.192494732	8.081393095	8.339054155	8.51662375	8.421281453	8.39756908	7.862731216	7.809773244	7.171724663	6.918793093	6.90383917	7.230726266	5.503630856	5.424157708	5.576672385	5.832282132	5.734278192	6.499733933	7.497529183	7.546968608	7.58765353
Indonesia																																2.954999924	2.897000074	3.476000071	4.027999878	4.590000153	5.130000114	5.28399992	6.135000229	6.84800005	6.72300005	7.047999859	7.427000046	7.43599987	8.227999687	9.657999992	9.232000351	9.902999878	8.105999947	6.709000111	6.388999939	5.565999985	4.788000107	4.270999908	3.881000042	4.421999931	3.694000006	3.914999962	4.111999989
IDA only																																6.089722529	5.966815871	6.033180094	6.081738442	6.305165838	6.496293361	6.68132398	6.9396519	7.088378741	7.017026744	7.00859365	6.921317352	6.868409391	6.969587568	6.915000442	6.762819909	6.660722209	6.662370896	6.736433199	6.583170927	6.540426711	6.355085082	6.325273358	6.235690948	6.26964955	6.273540181	6.272947136	6.284192051
Isle of Man																																																											
India																																3.953999996	3.937999964	3.921000004	3.911999941	3.974999905	4.035999775	4.09100008	4.150000095	4.206999779	4.21600008	4.361999989	4.506999969	4.663000107	4.809999943	5.004000187	4.886000156	4.763000011	4.611000061	4.493000031	4.379000187	4.311999798	4.22300005	4.177000046	4.106999874	4.186999798	4.159999847	4.157999992	4.164000034
Not classified																																																											
Ireland																																16.59000015	15.3039999	15.83100033	14.68099976	12.04500008	11.77999973	10.16300011	7.34800005	5.620999813	4.276000023	3.539999962	3.746999979	4.004000187	3.828999996	3.999000072	4.202000141	4.263999939	4.919000149	8.170999527	9.81000042	10.75399971	10.97399998	10.7159996	9.376000404	7.671000004	6.520999908	5.326000214	4.999000072
"Iran, Islamic Rep."																																24.4279995	22.43199921	20.11599922	17.9470005	15.64999962	13.39700031	15.52299976	17.34900093	19.29700089	20.85899925	23.00200081	21.83300018	18.13899994	16.19000053	18.24300003	16.17099953	15.94499969	16.82699966	16.97200012	20.65200043	20.78100014	20.01099968	19.69000053	19.69000053	19.41900063	20.68799973	20.41900063	20.00399971
Iraq																																7.616000175	6.721000195	6.520999908	7.132999897	7.275000095	6.369999886	6.519000053	6.355999947	6.480999947	6.947000027	6.984000206	7.006000042	6.285999775	6.329999924	7.06400013	7.197999954	7.485000134	8.55300045	9.609999657	10.46500015	11.34300041	12.02400017	12.14999962	12.32299995	12.14000034	11.88099957	11.85400009	11.75899982
Iceland																																2.894000053	4.895999908	5.603000164	5.543000221	4.912000179	3.450000048	3.816999912	3.805999994	2.789000034	2.631000042	2.230999947	2.650000095	3.97300005	2.753999949	2.492000103	3.052999973	2.266000032	2.589999914	5.68900013	6.729000092	6.204999924	5.65899992	5.080999851	4.789000034	4.053999901	3.049000025	2.733999968	2.819000006
Israel																																16.43300056	17.10899925	14.86999989	12.34799957	10.73700047	9.692000389	10.89599991	11.2130003	11.53600025	11.16600037	12.00800037	12.74199963	13.81400013	13.76799965	11.62699986	11.04599953	9.81400013	7.856999874	9.177000046	7.949999809	6.952000141	6.982999802	6.242000103	5.915999889	5.388000011	4.94299984	4.326000214	3.903000116
Italy																																15.78100014	13.89500046	14.85099983	15.32299995	16.12299919	16.23200035	16.4090004	16.54999924	16.27899933	14.86200047	13.03800011	12.61100006	11.95400047	10.24699974	10.0539999	8.786999702	7.852000237	8.5	9.234000206	9.602000237	9.550999641	11.83399963	13.07499981	13.8039999	12.69900036	12.78199959	12.39900017	11.66600037
Jamaica																																20.11000061	19.66500092	20.89699936	21.78000069	20.88100052	20.72299957	21.3029995	22.05999947	20.70000076	20.43600082	19.66200066	18.87299919	16.88299942	15.31099987	14.26099968	12.47299957	12.06499958	13.56000042	14.75800037	16.05800056	16.49200058	16.16500092	19.20599937	18.2329998	18.00099945	17.02400017	16.0909996	15.95800018
Jordan																																35.11600113	36.32799911	34.86600113	32.06499863	25.63500023	24.00499916	23.84799957	23.47200012	23.22900009	23.63299942	26.29899979	26.84600067	26.33099937	26.17200089	25.79500008	24.7140007	23.13899994	23.2140007	22.91900063	21.87700081	21.67099953	20.90200043	22.23999977	20.82500076	22.65200043	25.69799995	25.00900078	25.11700058
Japan																																2.213999987	2.243000031	2.653000116	2.973999977	3.221999884	3.344000101	3.444000006	4.014999866	4.465000153	4.485000134	4.749000072	5.119999886	4.93599987	4.414999962	4.218999863	3.877000093	3.726000071	3.832999945	4.800000191	4.586999893	4.146999836	4.047999859	3.671999931	3.355999947	3.022000074	2.839999914	2.660000086	2.299999952
Kazakhstan																																1.296000004	1.342000008	1.309000015	8.890000343	12.94099998	15.26000023	15.13000011	15.22999954	15.63399982	14.79699993	12.04500008	11.20300007	10.40200043	9.838000298	9.550000191	9.145999908	8.519000053	7.965000153	7.546000004	6.639999866	6.214000225	6.491000175	5.864999771	5.951000214	5.802000046	5.837999821	5.768000126	5.975999832
Kenya																																13.56299973	13.49300003	13.43200016	13.3920002	13.34399986	13.29699993	13.20699978	13.21399975	13.1619997	13.30000019	13.50199986	13.57800007	13.72099972	13.82999992	13.89900017	14.09899998	14.31900024	14.41100025	16.08300018	16.00499916	15.87100029	15.72500038	15.59300041	15.4659996	15.36699963	15.31900024	15.28600025	15.26200008
Kyrgyz Republic																																6.248000145	6.103000164	6.172999859	5.994999886	6.370999813	8.461000443	8.383999825	8.552000046	8.484999657	8.486000061	8.819999695	14.25399971	11.07600021	9.262000084	9.045000076	9.027999878	9.041999817	9.263999939	9.765000343	9.93900013	9.857000351	9.482999802	9.663999557	9.506999969	9.039999962	8.748999596	8.831000328	8.918000221
Cambodia																																0.825999975	0.799000025	0.785000026	0.808000028	0.800000012	0.796000004	2.845999956	5.802999973	3.641000032	2.355999947	1.702000022	1.861999989	1.911999941	2.140000105	1.819000006	1.493000031	0.792999983	0.402999997	0.173999995	0.270000011	0.184	0.147	0.275999993	0.165000007	0.165000007	0.182999998	0.201000005	0.218999997
Kiribati																																																											
St. Kitts and Nevis																																																											
"Korea, Rep."																																1.985999942	2.134000063	2.255000114	1.927999973	1.680999994	1.588000059	2.299999952	5.653999805	5.085999966	3.641000032	3.301000118	2.746999979	3.286000013	3.355999947	3.381999969	2.933000088	2.631000042	2.607000113	3.013999939	3.342000008	3.121000051	2.971999884	2.855999947	3.489000082	3.559999943	3.605999947	3.572999954	3.571000099
Kuwait																																1.031999946	0.850000024	0.841000021	0.736000001	1.460999966	0.736000001	1.241000056	1.238000035	1.235000014	1.407999992	1.411000013	2.039999962	2.407999992	3.13499999	1.809000015	2.780999899	2.967999935	3.586999893	3.299000025	2.839999914	6.293000221	6.135000229	5.988999844	5.15899992	4.584000111	4.614999771	4.340000153	4.145999908
Latin America & Caribbean (excluding high income)																																7.833092131	7.945995234	7.334476709	7.832434617	8.302365719	9.209736743	9.296218309	10.18663304	10.9207157	10.89789313	10.31359707	10.51368675	10.74484673	10.30238883	9.935449074	9.282755792	8.734459422	8.473224274	9.24442015	8.463947178	8.052826651	7.789767807	7.638865635	7.238212044	7.912187595	9.226402712	9.929536008	9.35857819
Lao PDR																																2.482000113	2.503999949	2.484999895	2.499000072	2.474999905	2.318000078	2.164999962	1.996000051	1.850999951	1.726999998	1.572999954	1.447000027	1.307000041	1.177999973	1.261999965	1.129999995	0.986000001	0.846000016	0.70599997	0.653999984	0.643999994	0.632000029	0.621999979	0.606999993	0.592999995	0.602999985	0.612999976	0.621999979
Lebanon																																11.98900032	12.23999977	12.07400036	11.94499969	11.87899971	11.85000038	11.60499954	11.34599972	11.05300045	10.60299969	10.29100037	10.07699966	9.897000313	9.567000389	9.722000122	9.873999596	10.18500042	10.36800003	10.53499985	10.52099991	10.6960001	10.62800026	10.62100029	10.60999966	10.58899975	10.47299957	10.38599968	10.31299973
Liberia																																4.106999874	4.085000038	4.086999893	4.092999935	4.131999969	4.186999798	4.296999931	4.250999928	4.22300005	4.260000229	4.179999828	4.18599987	4.097000122	4.184999943	4.19299984	4.204999924	4.223999977	3.739000082	3.250999928	2.303999901	2.296999931	2.289999962	2.282999992	2.292000055	2.289000034	2.323999882	2.358999968	2.378000021
Libya																																30.72299957	28.28899956	28.02700043	28.82799911	26.32299995	28.60099983	27.86599922	27.66699982	27.54299927	27.7840004	26.70100021	26.58200073	28.51300049	26.85199928	27.70400047	26.56599998	26.26799965	25.44199944	24.32900047	24.95700073	19.9109993	27.66200066	27.37299919	27.11599922	26.89999962	26.66200066	27.15500069	25.04400063
St. Lucia																																20.97800064	19.625	20.32799911	19.9260006	19.06399918	19.0359993	23.81399918	25.06500053	20.94400024	19.05599976	12.70899963	22.13500023	28.47900009	25.38199997	21.51099968	18.3920002	16.04999924	14.55500031	17.53000069	23.45199966	21.38299942	21.55699921	25.07500076	25.53899956	27.13500023	23.06500053	22.81900024	22.31699944
Latin America & Caribbean																																7.810894265	7.99166645	7.959009533	8.542485693	9.591899169	10.20138054	10.10789854	10.55865449	11.32609758	11.38748039	10.96082636	11.25843546	11.36583257	10.79481843	10.2624846	9.564314417	8.91703937	8.598133777	9.339302653	8.591488411	8.120634768	7.882643944	7.697270727	7.333107155	7.911021763	9.169850129	9.796132864	9.270045766
Least developed countries: UN classification																																6.503762449	6.444398603	6.536360446	6.541331125	6.76684221	6.902929051	7.093048213	7.338832657	7.429806481	7.326581526	7.334000225	7.219500532	7.284534321	7.452554608	7.396797266	7.225804175	7.014380131	6.908847432	6.888850504	6.624751698	6.44155346	6.318677924	6.368620767	6.274482947	6.330006658	6.36411338	6.386960545	6.417805053
Low income																																6.12742412	6.004944749	6.01733135	6.046732867	6.404588956	6.583955924	6.812580064	7.019380189	7.249934034	7.308374964	7.361654171	7.14150984	7.064265208	7.058108833	6.968349261	6.978995303	6.962372753	6.903438071	6.772760453	6.94776632	6.907947585	6.691826944	6.522324273	6.370433015	6.408676399	6.426406835	6.444966193	6.471065873
Liechtenstein																																																											
Sri Lanka																																23.03899956	22.64999962	22.84700012	21.13800049	20.21100044	18.74200058	16.95400047	14.02200031	13.54100037	11.63799953	11.9289999	13.28499985	12.55200005	12.68799973	11.8039999	9.859000206	9.069000244	8.159000397	8.67800045	7.730000019	6.899000168	6.197999954	6.914999962	7.302000046	7.647999763	7.039999962	6.578000069	6.647999763
Lower middle income																																5.532274046	5.388567122	5.400743677	5.455666129	5.680533915	5.778255417	5.921729896	6.136662786	6.133785778	6.139203319	6.259246848	6.305040747	6.377225535	6.489154082	6.698372027	6.37264661	6.232353712	5.957489923	6.030520598	5.51543769	5.235703666	5.126711988	5.16044348	5.100490404	5.373731769	5.412151052	5.437489323	5.44992825
Low & middle income																																5.587640702	5.319362233	5.299271647	5.496662455	5.761884474	5.915999149	6.100876916	6.436173183	6.568067987	6.344766386	6.30061349	6.274997736	6.25434201	6.226528169	6.228778899	5.971932893	5.734530327	5.798713803	5.978973116	5.701006434	5.571056675	5.493284475	5.506298088	5.442852607	5.659655185	5.904580245	6.031402751	6.016626366
Lesotho																																43.38899994	40.94300079	44.82899857	43.66899872	46.81200027	42.78900146	45.20100021	48.47800064	33.20299911	28.97599983	33.4090004	38.11600113	34.72600174	40.33000183	39.71500015	38.0719986	38.01300049	38.25899887	36.77099991	29.7670002	30.93499947	26.54400063	27.24099922	27.40099907	29.52799988	30.27099991	30.08300018	31.10499954
Late-demographic dividend																																5.327251268	4.964951791	4.93288838	5.221208174	5.420315097	5.509412874	5.678645171	6.048814759	6.155710995	5.914592581	5.71241838	5.559046534	5.501813564	5.440908897	5.315242948	5.040957332	4.662962905	4.929212139	5.214754426	4.964345642	4.892925154	4.856072072	4.859021671	4.753224948	4.9254071	5.248259756	5.433524248	5.384970375
Lithuania																																15.78800011	15.19200039	15.31799984	15.50800037	15.69999981	14.68799973	13.93500042	11.86100006	12.06400013	13.60599995	14.0909996	12.78499985	13.19699955	11.06200027	8.529000282	5.609000206	4.330999851	5.632999897	10.53100014	14.5170002	12.90999985	11.56799984	10.4829998	9.225000381	8.159000397	6.650000095	5.677999973	5.597000122
Luxembourg																																2.115999937	2.785000086	3.131000042	4.289999962	4.387000084	4.671999931	3.648999929	4.159999847	3.335999966	3.147000074	2.165999889	3.637000084	4.715000153	7.089000225	5.829999924	6.269000053	4.729000092	6.026000023	6.123000145	5.096000195	6.256000042	5.90899992	6.388000011	5.765999794	7.350999832	6.631000042	5.508999825	5.456999779
Latvia																																18.1590004	17.4640007	18.23500061	20.69599915	19.71199989	20.74699974	14.7869997	13.4989996	13.36100006	13.36999989	12.45899963	12.75300026	12.01900005	12.27700043	9.968000412	6.736999989	5.565000057	7.078999996	14.12300014	16.27799988	13.78299999	13.94400024	11.13899994	9.836999893	8.63599968	8.394000053	7.673999786	7.559999943
"Macao SAR, China"																																2.482000113	2.565999985	1.722000003	2.069000006	2.917999983	3.548000097	2.604000092	3.417999983	4.551000118	4.763000011	4.56099987	4.629000187	4.81099987	4.074999809	3.819000006	3.77699995	2.648000002	2.823999882	2.851999998	2.088999987	2.173000097	1.652999997	1.394999981	1.45599997	1.595999956	1.501000047	1.470000029	1.480999947
St. Martin (French part)																																																											
Morocco																																18.25099945	16.84799957	16.71699905	20.47299957	24.01099968	19.0170002	17.70499992	23.51399994	13.34300041	13.35900021	12.64799976	12.63799953	13.01599979	11.36100006	11.58500004	9.612000465	9.630999565	9.788000107	9.569000244	9.755999565	10.25500011	9.956999779	9.543999672	10.18000031	10.35999966	9.928999901	10.0539999	9.998000145
Monaco																																																											
Moldova																																7.079999924	7.032999992	7.144999981	5.756999969	7.15199995	8.934000015	8.840999603	8.996999741	8.977999687	6.640999794	5.677999973	5.553999901	6.407999992	6.350999832	5.989999771	5.840000153	3.959000111	3.414999962	4.926000118	5.767000198	5.619999886	4.315999985	4.171999931	3.104000092	2.91899991	2.88499999	3.00999999	2.977999926
Madagascar																																6.044000149	6.080999851	6.086999893	6.06400013	6.074999809	6.077000141	6.087999821	6.085000038	6.085000038	6.074999809	5.604000092	5.171999931	4.736999989	3.601000071	2.411000013	2.736000061	3.065999985	3.398000002	3.671999931	4.013000011	2.345000029	0.625	0.930999994	1.235999942	1.876999974	1.876000047	1.876000047	1.876999974
Maldives																																1.388000011	1.361999989	1.340000033	1.315000057	1.296000004	1.577999949	1.863000035	2.154000044	2.450000048	2.717999935	3.006999969	3.296999931	3.573999882	3.874000072	4.177999973	4.389999866	4.647999763	4.868999958	5.113999844	5.271999836	5.447999954	5.611000061	5.743999958	6.102000237	5.961999893	5.952000141	5.953000069	5.954999924
Middle East & North Africa																																18.07735661	17.42316518	18.11235366	18.72844106	19.06240824	16.46770493	16.08296688	17.40171862	16.31385386	17.96718946	18.87437134	19.28156344	18.93763777	17.66398067	18.85756284	17.39234229	16.18691374	16.17987226	17.30829996	18.8959109	18.54304482	18.91670388	18.41482143	18.32786377	18.36447385	18.47592335	18.25161029	17.97827012
Mexico																																4.264999866	4.065000057	3.954999924	4.852000237	8.642000198	6.903999805	6.204999924	4.964000225	3.573999882	3.289999962	3.309000015	3.532000065	3.647000074	4.736000061	3.915999889	3.897000074	4.034999847	4.074999809	5.380000114	5.208000183	5.15199995	4.914000034	4.991000175	4.868000031	4.480000019	3.937000036	3.604000092	3.549999952
Marshall Islands																																																											
Middle income																																5.533730249	5.250574106	5.226605251	5.440669898	5.69555293	5.846565917	6.02621812	6.374358359	6.495112141	6.240181312	6.184094974	6.178818568	6.163329227	6.132073079	6.143885997	5.854154236	5.587760022	5.663353037	5.879406975	5.540020764	5.394636743	5.331713945	5.366959026	5.313201051	5.552892088	5.828930679	5.970043941	5.947512142
"Macedonia, FYR"																																38.17900085	38.16899872	38.13700104	38.6590004	38.95399857	39.88899994	39.69900131	37.63499832	33.26200104	34.89699936	32.0530014	32.30400085	36.28099823	37.81600189	38.42499924	37.20700073	35.5340004	34.1570015	32.81900024	32.24100113	30.79199982	30.33399963	29.02400017	28.61700058	25.06399918	22.72200012	21.81699944	21.74200058
Mali																																3.690999985	3.664999962	3.687999964	3.694000006	3.691999912	3.719000101	3.707999945	4.65899992	5.643000126	6.558000088	7.617000103	8.498000145	9.531000137	10.48700047	11.39000034	12.29699993	13.9119997	12.85999966	11.8039999	11.07400036	8.104000092	8.31099987	8.517000198	6.239999771	8.44699955	8.557999611	8.680000305	8.803999901
Malta																																6.697999954	6.920000076	7	7.227000237	6.522999763	7.138000011	6.965000153	7.173999786	6.997000217	6.528999805	8.069999695	8.307999611	9.909000397	8.258000374	8.362999916	8.319999695	7.894999981	6.782000065	7.627999783	7.131999969	7.132999897	7.321000099	6.251999855	5.322999954	5.198999882	5.208000183	4.177999973	4.100999832
Myanmar																																1.055999994	1.077999949	1.06099999	1.062999964	1.065000057	1.059999943	1.05400002	1.050999999	1.065000057	1.062999964	1.050999999	1.04400003	1.036000013	1.024000049	1.011999965	0.995999992	0.980000019	0.943000019	0.93599999	0.926999986	0.922999978	0.921999991	0.91900003	0.912	0.904999971	0.916999996	0.927999973	0.936999977
Middle East & North Africa (excluding high income)																																19.52912654	18.40563265	19.37743027	20.28830276	21.10760818	18.14657929	17.58632745	19.13171991	17.76220606	19.675578	20.65862331	20.95609844	20.38841554	18.83762456	20.38742588	18.69351828	17.38514224	17.45555098	18.6709078	20.71745837	20.27313656	20.68560426	20.21336584	20.1981603	20.32073671	20.49307788	20.32322617	20.04035531
Montenegro																																31.43700027	30.50600052	30.15500069	36.75	35.60699844	38.02700043	35.30599976	35.39099884	33.71900177	37.14300156	35.15800095	35.32899857	35.45399857	35.74300003	35.62599945	28.29700089	20.97900009	18.33399963	20.42700005	20.6439991	20.04299927	20.29199982	18.8220005	18.23900032	16.64900017	17.09000015	16.93400002	17.04700089
Mongolia																																9.217000008	9.305000305	8.30300045	8.678999901	5.289999962	6.433000088	7.375	5.638999939	4.482999802	4.382999897	4.375	5.511000156	6.434000015	3.392999887	3.102999926	3.002000093	6.737999916	5.190999985	6.175000191	5.922999859	4.441999912	3.520999908	4.487999916	4.471000195	4.323999882	6.004000187	5.864999771	5.688000202
Northern Mariana Islands																																																											
Mozambique																																27.01499939	24.52099991	24.67300034	24.50200081	24.2689991	24.60899925	24.47599983	24.38999939	24.17700005	23.92099953	24.0890007	23.89800072	23.75099945	23.80500031	23.85300064	23.90200043	23.87400055	23.89900017	23.93600082	24.00799942	24.0890007	24.17499924	24.94799995	27.13400078	27.13899994	26.96699905	26.85199928	26.71699905
Mauritania																																14.46800041	14.50399971	14.58399963	14.36200047	14.60900021	14.4630003	14.20499992	14.26200008	14.32199955	14.01599979	13.98099995	13.83600044	13.87100029	13.75300026	13.72799969	13.68799973	13.35299969	13.19999981	13.04100037	13.09899998	13.00199986	12.93700027	12.88300037	12.81000042	12.63799953	12.61499977	12.64400005	12.65499973
Mauritius																																14.3579998	14.22299957	14.01200008	13.81200027	13.625	12.86499977	12.13599968	11.47299957	10.75	10.2329998	9.470999718	10.8380003	11.48499966	13.40400028	16.45599937	15.50800037	14.44099998	12.66699982	12.80799961	12.86200047	12.48099995	12.76900005	12.30200005	11.33500004	11.60999966	11.23200035	10.64799976	10.54599953
Malawi																																10.15699959	9.875	10.1960001	9.873999596	10.24199963	10.21700001	10.13799953	10.00300026	10.07699966	10.01900005	9.968999863	10.07400036	10.18999958	10.20100021	10.16699982	9.809000015	9.529999733	9.083999634	8.696000099	8.26099968	7.813000202	7.350999832	6.998000145	6.992000103	6.94299984	6.921000004	7.000999928	7.065000057
Malaysia																																4.394000053	4.309999943	3.463999987	3.447999954	3.582999945	2.858999968	2.769000053	3.653000116	3.905999899	3.398000002	4.000999928	3.921000004	4.06799984	3.976000071	3.957999945	3.717000008	3.480999947	3.713000059	3.848999977	3.489000082	3.335000038	3.161000013	3.431999922	3.224999905	3.40899992	3.959000111	3.930000067	3.855000019
North America																																6.771869724	7.345890674	7.016922595	6.393452422	5.961200332	5.807003625	5.399182803	4.952351559	4.637170311	4.358194819	4.870845726	5.761828802	5.821572175	5.554189672	5.240725223	4.780469781	4.619291276	5.438576575	7.942818613	8.458198039	8.298951562	7.772449801	7.02302774	6.098340365	5.301405348	4.951134934	4.483848054	4.155772458
Namibia																																21.75799942	21.67000008	21.57699966	22.02599907	21.69499969	21.40699959	22.15699959	22.10499954	22.04999924	22.94199944	23.11899948	23.42000008	23.58099937	24.85700035	24.89599991	24.96899986	25.0720005	25.17499924	25.26499939	24.38800049	22.8939991	19.03899956	20.65600014	20.31999969	21.29800034	24.79100037	24.88299942	24.94400024
New Caledonia																																20.61400032	20.79700089	20.82600021	20.69599915	20.47699928	20.1970005	19.5529995	18.74300003	18.10499954	17.56900024	16.95400047	16.52400017	16.10899925	17.55800056	16.95199966	16.3579998	15.73200035	15.11699963	15.01799965	15.27000046	15.42700005	15.55099964	15.72299957	15.64700031	15.62699986	15.66800022	15.8039999	15.88500023
Niger																																7.441999912	7.356999874	7.414000034	7.451000214	7.330999851	6.386000156	5.250999928	4.289999962	3.121999979	2.040999889	0.998000026	1.416000009	1.847000003	2.227999926	2.707000017	2.082999945	0.428000003	0.382999986	0.32100001	0.275999993	0.218999997	0.250999987	0.230000004	0.238000005	0.224999994	0.228	0.225999996	0.224000007
Nigeria																																5.093999863	5.117000103	4.535999775	4.519000053	4.519999981	4.539000034	4.526000023	4.513999939	4.485000134	4.506999969	4.518000126	4.545000076	4.526000023	4.510000229	4.355999947	4.222000122	4.099999905	3.979000092	3.875	3.77699995	3.651000023	3.556999922	3.479000092	4.087999821	3.862999916	6.321000099	6.316999912	6.308000088
Nicaragua																																19.78199959	17.67300034	18.40800095	19.13899994	20.57500076	17.55500031	15.21399975	15.49300003	12.41499996	11.15200043	7.675000191	13.67399979	7.848999977	7.974999905	5.77699995	4.972000122	5.039999962	6.955999851	8.994999886	8.626999855	7.217000008	5.80700016	5.47300005	5.613999844	5.537000179	5.472000122	5.388000011	5.331999779
